NC_000010.11	BestRefSeq%2CGnomon	gene	47467993	47991879	.	-	.	gene_id "ANXA8"; transcript_id ""; db_xref "GeneID:653145"; db_xref "HGNC:HGNC:546"; db_xref "MIM:602396"; description "annexin A8"; gbkey "Gene"; gene "ANXA8"; gene_biotype "protein_coding"; gene_synonym "ANX8"; gene_synonym "CH17-360D5.2"; 
NC_000010.11	BestRefSeq	exon	47474305	47474398	.	-	.	gene_id "ANXA8"; transcript_id "NM_001271702.2"; db_xref "GeneID:653145"; gene "ANXA8"; product "annexin A8, transcript variant 1"; transcript_biotype "mRNA"; exon_number "8"; 
NC_000010.11	BestRefSeq	exon	47473970	47474065	.	-	.	gene_id "ANXA8"; transcript_id "NM_001271702.2"; db_xref "GeneID:653145"; gene "ANXA8"; product "annexin A8, transcript variant 1"; transcript_biotype "mRNA"; exon_number "9"; 
NC_000010.11	BestRefSeq	exon	47472133	47472191	.	-	.	gene_id "ANXA8"; transcript_id "NM_001271702.2"; db_xref "GeneID:653145"; gene "ANXA8"; product "annexin A8, transcript variant 1"; transcript_biotype "mRNA"; exon_number "10"; 
NC_000010.11	BestRefSeq	exon	47471262	47471384	.	-	.	gene_id "ANXA8"; transcript_id "NM_001271702.2"; db_xref "GeneID:653145"; gene "ANXA8"; product "annexin A8, transcript variant 1"; transcript_biotype "mRNA"; exon_number "11"; 
NC_000010.11	BestRefSeq	exon	47467993	47468906	.	-	.	gene_id "ANXA8"; transcript_id "NM_001271702.2"; db_xref "GeneID:653145"; gene "ANXA8"; product "annexin A8, transcript variant 1"; transcript_biotype "mRNA"; exon_number "12"; 
NC_000010.11	BestRefSeq	CDS	47483913	47483933	.	-	0	gene_id "ANXA8"; transcript_id "NM_001271702.2"; db_xref "CCDS:CCDS73123.1"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; note "isoform 1 is encoded by transcript variant 1"; product "annexin A8 isoform 1"; protein_id "NP_001258631.1"; exon_number "1"; 
NC_000010.11	BestRefSeq	CDS	47479798	47479888	.	-	0	gene_id "ANXA8"; transcript_id "NM_001271702.2"; db_xref "CCDS:CCDS73123.1"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; note "isoform 1 is encoded by transcript variant 1"; product "annexin A8 isoform 1"; protein_id "NP_001258631.1"; exon_number "2"; 
NC_000010.11	BestRefSeq	CDS	47478533	47478741	.	-	2	gene_id "ANXA8"; transcript_id "NM_001271702.2"; db_xref "CCDS:CCDS73123.1"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; note "isoform 1 is encoded by transcript variant 1"; product "annexin A8 isoform 1"; protein_id "NP_001258631.1"; exon_number "3"; 
NC_000010.11	BestRefSeq	CDS	47477081	47477194	.	-	0	gene_id "ANXA8"; transcript_id "NM_001271702.2"; db_xref "CCDS:CCDS73123.1"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; note "isoform 1 is encoded by transcript variant 1"; product "annexin A8 isoform 1"; protein_id "NP_001258631.1"; exon_number "4"; 
NC_000010.11	BestRefSeq	CDS	47476232	47476322	.	-	0	gene_id "ANXA8"; transcript_id "NM_001271702.2"; db_xref "CCDS:CCDS73123.1"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; note "isoform 1 is encoded by transcript variant 1"; product "annexin A8 isoform 1"; protein_id "NP_001258631.1"; exon_number "5"; 
NC_000010.11	BestRefSeq	CDS	47475493	47475572	.	-	2	gene_id "ANXA8"; transcript_id "NM_001271702.2"; db_xref "CCDS:CCDS73123.1"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; note "isoform 1 is encoded by transcript variant 1"; product "annexin A8 isoform 1"; protein_id "NP_001258631.1"; exon_number "6"; 
NC_000010.11	BestRefSeq	CDS	47474945	47475004	.	-	0	gene_id "ANXA8"; transcript_id "NM_001271702.2"; db_xref "CCDS:CCDS73123.1"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; note "isoform 1 is encoded by transcript variant 1"; product "annexin A8 isoform 1"; protein_id "NP_001258631.1"; exon_number "7"; 
NC_000010.11	BestRefSeq	CDS	47474305	47474398	.	-	0	gene_id "ANXA8"; transcript_id "NM_001271702.2"; db_xref "CCDS:CCDS73123.1"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; note "isoform 1 is encoded by transcript variant 1"; product "annexin A8 isoform 1"; protein_id "NP_001258631.1"; exon_number "8"; 
NC_000010.11	BestRefSeq	CDS	47473970	47474065	.	-	2	gene_id "ANXA8"; transcript_id "NM_001271702.2"; db_xref "CCDS:CCDS73123.1"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; note "isoform 1 is encoded by transcript variant 1"; product "annexin A8 isoform 1"; protein_id "NP_001258631.1"; exon_number "9"; 
NC_000010.11	BestRefSeq	CDS	47472133	47472191	.	-	2	gene_id "ANXA8"; transcript_id "NM_001271702.2"; db_xref "CCDS:CCDS73123.1"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; note "isoform 1 is encoded by transcript variant 1"; product "annexin A8 isoform 1"; protein_id "NP_001258631.1"; exon_number "10"; 
NC_000010.11	BestRefSeq	CDS	47471262	47471384	.	-	0	gene_id "ANXA8"; transcript_id "NM_001271702.2"; db_xref "CCDS:CCDS73123.1"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; note "isoform 1 is encoded by transcript variant 1"; product "annexin A8 isoform 1"; protein_id "NP_001258631.1"; exon_number "11"; 
NC_000010.11	BestRefSeq	CDS	47468850	47468906	.	-	0	gene_id "ANXA8"; transcript_id "NM_001271702.2"; db_xref "CCDS:CCDS73123.1"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; note "isoform 1 is encoded by transcript variant 1"; product "annexin A8 isoform 1"; protein_id "NP_001258631.1"; exon_number "12"; 
NC_000010.11	BestRefSeq	start_codon	47483931	47483933	.	-	0	gene_id "ANXA8"; transcript_id "NM_001271702.2"; db_xref "CCDS:CCDS73123.1"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; note "isoform 1 is encoded by transcript variant 1"; product "annexin A8 isoform 1"; protein_id "NP_001258631.1"; exon_number "1"; 
NC_000010.11	BestRefSeq	stop_codon	47468847	47468849	.	-	0	gene_id "ANXA8"; transcript_id "NM_001271702.2"; db_xref "CCDS:CCDS73123.1"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; note "isoform 1 is encoded by transcript variant 1"; product "annexin A8 isoform 1"; protein_id "NP_001258631.1"; exon_number "12"; 
NC_000010.11	Gnomon	transcript	47472198	47484771	.	-	.	gene_id "ANXA8"; transcript_id "XM_011540099.1"; db_xref "GeneID:653145"; gbkey "mRNA"; gene "ANXA8"; model_evidence "Supporting evidence includes similarity to: 24 ESTs, 2 Proteins, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "annexin A8, transcript variant X7"; transcript_biotype "mRNA"; 
NC_000010.11	Gnomon	exon	47484481	47484771	.	-	.	gene_id "ANXA8"; transcript_id "XM_011540099.1"; db_xref "GeneID:653145"; gene "ANXA8"; model_evidence "Supporting evidence includes similarity to: 24 ESTs, 2 Proteins, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "annexin A8, transcript variant X7"; transcript_biotype "mRNA"; exon_number "1"; 
NC_000010.11	Gnomon	exon	47483913	47484020	.	-	.	gene_id "ANXA8"; transcript_id "XM_011540099.1"; db_xref "GeneID:653145"; gene "ANXA8"; model_evidence "Supporting evidence includes similarity to: 24 ESTs, 2 Proteins, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "annexin A8, transcript variant X7"; transcript_biotype "mRNA"; exon_number "2"; 
NC_000010.11	Gnomon	exon	47479798	47479888	.	-	.	gene_id "ANXA8"; transcript_id "XM_011540099.1"; db_xref "GeneID:653145"; gene "ANXA8"; model_evidence "Supporting evidence includes similarity to: 24 ESTs, 2 Proteins, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "annexin A8, transcript variant X7"; transcript_biotype "mRNA"; exon_number "3"; 
NC_000010.11	Gnomon	exon	47478533	47478627	.	-	.	gene_id "ANXA8"; transcript_id "XM_011540099.1"; db_xref "GeneID:653145"; gene "ANXA8"; model_evidence "Supporting evidence includes similarity to: 24 ESTs, 2 Proteins, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "annexin A8, transcript variant X7"; transcript_biotype "mRNA"; exon_number "4"; 
NC_000010.11	Gnomon	exon	47477081	47477194	.	-	.	gene_id "ANXA8"; transcript_id "XM_011540099.1"; db_xref "GeneID:653145"; gene "ANXA8"; model_evidence "Supporting evidence includes similarity to: 24 ESTs, 2 Proteins, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "annexin A8, transcript variant X7"; transcript_biotype "mRNA"; exon_number "5"; 
NC_000010.11	Gnomon	exon	47476232	47476322	.	-	.	gene_id "ANXA8"; transcript_id "XM_011540099.1"; db_xref "GeneID:653145"; gene "ANXA8"; model_evidence "Supporting evidence includes similarity to: 24 ESTs, 2 Proteins, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "annexin A8, transcript variant X7"; transcript_biotype "mRNA"; exon_number "6"; 
NC_000010.11	Gnomon	exon	47475493	47475572	.	-	.	gene_id "ANXA8"; transcript_id "XM_011540099.1"; db_xref "GeneID:653145"; gene "ANXA8"; model_evidence "Supporting evidence includes similarity to: 24 ESTs, 2 Proteins, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "annexin A8, transcript variant X7"; transcript_biotype "mRNA"; exon_number "7"; 
NC_000010.11	Gnomon	exon	47474945	47475004	.	-	.	gene_id "ANXA8"; transcript_id "XM_011540099.1"; db_xref "GeneID:653145"; gene "ANXA8"; model_evidence "Supporting evidence includes similarity to: 24 ESTs, 2 Proteins, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "annexin A8, transcript variant X7"; transcript_biotype "mRNA"; exon_number "8"; 
NC_000010.11	Gnomon	exon	47474305	47474398	.	-	.	gene_id "ANXA8"; transcript_id "XM_011540099.1"; db_xref "GeneID:653145"; gene "ANXA8"; model_evidence "Supporting evidence includes similarity to: 24 ESTs, 2 Proteins, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "annexin A8, transcript variant X7"; transcript_biotype "mRNA"; exon_number "9"; 
NC_000010.11	Gnomon	exon	47473970	47474065	.	-	.	gene_id "ANXA8"; transcript_id "XM_011540099.1"; db_xref "GeneID:653145"; gene "ANXA8"; model_evidence "Supporting evidence includes similarity to: 24 ESTs, 2 Proteins, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "annexin A8, transcript variant X7"; transcript_biotype "mRNA"; exon_number "10"; 
NC_000010.11	Gnomon	exon	47472198	47473020	.	-	.	gene_id "ANXA8"; transcript_id "XM_011540099.1"; db_xref "GeneID:653145"; gene "ANXA8"; model_evidence "Supporting evidence includes similarity to: 24 ESTs, 2 Proteins, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "annexin A8, transcript variant X7"; transcript_biotype "mRNA"; exon_number "11"; 
NC_000010.11	Gnomon	CDS	47484481	47484756	.	-	0	gene_id "ANXA8"; transcript_id "XM_011540099.1"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; product "annexin A8 isoform X3"; protein_id "XP_011538401.1"; exon_number "1"; 
NC_000010.11	Gnomon	CDS	47483913	47484020	.	-	0	gene_id "ANXA8"; transcript_id "XM_011540099.1"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; product "annexin A8 isoform X3"; protein_id "XP_011538401.1"; exon_number "2"; 
NC_000010.11	Gnomon	CDS	47479798	47479888	.	-	0	gene_id "ANXA8"; transcript_id "XM_011540099.1"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; product "annexin A8 isoform X3"; protein_id "XP_011538401.1"; exon_number "3"; 
NC_000010.11	Gnomon	CDS	47478533	47478627	.	-	2	gene_id "ANXA8"; transcript_id "XM_011540099.1"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; product "annexin A8 isoform X3"; protein_id "XP_011538401.1"; exon_number "4"; 
NC_000010.11	Gnomon	CDS	47477081	47477194	.	-	0	gene_id "ANXA8"; transcript_id "XM_011540099.1"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; product "annexin A8 isoform X3"; protein_id "XP_011538401.1"; exon_number "5"; 
NC_000010.11	Gnomon	CDS	47476232	47476322	.	-	0	gene_id "ANXA8"; transcript_id "XM_011540099.1"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; product "annexin A8 isoform X3"; protein_id "XP_011538401.1"; exon_number "6"; 
NC_000010.11	Gnomon	CDS	47475493	47475572	.	-	2	gene_id "ANXA8"; transcript_id "XM_011540099.1"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; product "annexin A8 isoform X3"; protein_id "XP_011538401.1"; exon_number "7"; 
NC_000010.11	Gnomon	CDS	47474945	47475004	.	-	0	gene_id "ANXA8"; transcript_id "XM_011540099.1"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; product "annexin A8 isoform X3"; protein_id "XP_011538401.1"; exon_number "8"; 
NC_000010.11	Gnomon	CDS	47474305	47474398	.	-	0	gene_id "ANXA8"; transcript_id "XM_011540099.1"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; product "annexin A8 isoform X3"; protein_id "XP_011538401.1"; exon_number "9"; 
NC_000010.11	Gnomon	CDS	47473970	47474065	.	-	2	gene_id "ANXA8"; transcript_id "XM_011540099.1"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; product "annexin A8 isoform X3"; protein_id "XP_011538401.1"; exon_number "10"; 
NC_000010.11	Gnomon	CDS	47472965	47473020	.	-	2	gene_id "ANXA8"; transcript_id "XM_011540099.1"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; product "annexin A8 isoform X3"; protein_id "XP_011538401.1"; exon_number "11"; 
NC_000010.11	Gnomon	start_codon	47484754	47484756	.	-	0	gene_id "ANXA8"; transcript_id "XM_011540099.1"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; product "annexin A8 isoform X3"; protein_id "XP_011538401.1"; exon_number "1"; 
NC_000010.11	Gnomon	stop_codon	47472962	47472964	.	-	0	gene_id "ANXA8"; transcript_id "XM_011540099.1"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; product "annexin A8 isoform X3"; protein_id "XP_011538401.1"; exon_number "11"; 
NC_000010.11	Gnomon	transcript	47475592	47484771	.	-	.	gene_id "ANXA8"; transcript_id "XM_011540101.2"; db_xref "GeneID:653145"; gbkey "mRNA"; gene "ANXA8"; model_evidence "Supporting evidence includes similarity to: 4 ESTs, 2 Proteins, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "annexin A8, transcript variant X9"; transcript_biotype "mRNA"; 
NC_000010.11	Gnomon	exon	47484481	47484771	.	-	.	gene_id "ANXA8"; transcript_id "XM_011540101.2"; db_xref "GeneID:653145"; gene "ANXA8"; model_evidence "Supporting evidence includes similarity to: 4 ESTs, 2 Proteins, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "annexin A8, transcript variant X9"; transcript_biotype "mRNA"; exon_number "1"; 
NC_000010.11	Gnomon	exon	47483913	47484020	.	-	.	gene_id "ANXA8"; transcript_id "XM_011540101.2"; db_xref "GeneID:653145"; gene "ANXA8"; model_evidence "Supporting evidence includes similarity to: 4 ESTs, 2 Proteins, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "annexin A8, transcript variant X9"; transcript_biotype "mRNA"; exon_number "2"; 
NC_000010.11	Gnomon	exon	47479798	47479888	.	-	.	gene_id "ANXA8"; transcript_id "XM_011540101.2"; db_xref "GeneID:653145"; gene "ANXA8"; model_evidence "Supporting evidence includes similarity to: 4 ESTs, 2 Proteins, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "annexin A8, transcript variant X9"; transcript_biotype "mRNA"; exon_number "3"; 
NC_000010.11	Gnomon	exon	47478533	47478627	.	-	.	gene_id "ANXA8"; transcript_id "XM_011540101.2"; db_xref "GeneID:653145"; gene "ANXA8"; model_evidence "Supporting evidence includes similarity to: 4 ESTs, 2 Proteins, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "annexin A8, transcript variant X9"; transcript_biotype "mRNA"; exon_number "4"; 
NC_000010.11	Gnomon	exon	47477081	47477194	.	-	.	gene_id "ANXA8"; transcript_id "XM_011540101.2"; db_xref "GeneID:653145"; gene "ANXA8"; model_evidence "Supporting evidence includes similarity to: 4 ESTs, 2 Proteins, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "annexin A8, transcript variant X9"; transcript_biotype "mRNA"; exon_number "5"; 
NC_000010.11	Gnomon	exon	47476232	47476322	.	-	.	gene_id "ANXA8"; transcript_id "XM_011540101.2"; db_xref "GeneID:653145"; gene "ANXA8"; model_evidence "Supporting evidence includes similarity to: 4 ESTs, 2 Proteins, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "annexin A8, transcript variant X9"; transcript_biotype "mRNA"; exon_number "6"; 
NC_000010.11	Gnomon	exon	47475592	47476103	.	-	.	gene_id "ANXA8"; transcript_id "XM_011540101.2"; db_xref "GeneID:653145"; gene "ANXA8"; model_evidence "Supporting evidence includes similarity to: 4 ESTs, 2 Proteins, and 100% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "annexin A8, transcript variant X9"; transcript_biotype "mRNA"; exon_number "7"; 
NC_000010.11	Gnomon	CDS	47484481	47484756	.	-	0	gene_id "ANXA8"; transcript_id "XM_011540101.2"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; product "annexin A8 isoform X5"; protein_id "XP_011538403.1"; exon_number "1"; 
NC_000010.11	Gnomon	CDS	47483913	47484020	.	-	0	gene_id "ANXA8"; transcript_id "XM_011540101.2"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; product "annexin A8 isoform X5"; protein_id "XP_011538403.1"; exon_number "2"; 
NC_000010.11	Gnomon	CDS	47479798	47479888	.	-	0	gene_id "ANXA8"; transcript_id "XM_011540101.2"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; product "annexin A8 isoform X5"; protein_id "XP_011538403.1"; exon_number "3"; 
NC_000010.11	Gnomon	CDS	47478533	47478627	.	-	2	gene_id "ANXA8"; transcript_id "XM_011540101.2"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; product "annexin A8 isoform X5"; protein_id "XP_011538403.1"; exon_number "4"; 
NC_000010.11	Gnomon	CDS	47477081	47477194	.	-	0	gene_id "ANXA8"; transcript_id "XM_011540101.2"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; product "annexin A8 isoform X5"; protein_id "XP_011538403.1"; exon_number "5"; 
NC_000010.11	Gnomon	CDS	47476232	47476322	.	-	0	gene_id "ANXA8"; transcript_id "XM_011540101.2"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; product "annexin A8 isoform X5"; protein_id "XP_011538403.1"; exon_number "6"; 
NC_000010.11	Gnomon	CDS	47476069	47476103	.	-	2	gene_id "ANXA8"; transcript_id "XM_011540101.2"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; product "annexin A8 isoform X5"; protein_id "XP_011538403.1"; exon_number "7"; 
NC_000010.11	Gnomon	start_codon	47484754	47484756	.	-	0	gene_id "ANXA8"; transcript_id "XM_011540101.2"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; product "annexin A8 isoform X5"; protein_id "XP_011538403.1"; exon_number "1"; 
NC_000010.11	Gnomon	stop_codon	47476066	47476068	.	-	0	gene_id "ANXA8"; transcript_id "XM_011540101.2"; db_xref "GeneID:653145"; gbkey "CDS"; gene "ANXA8"; product "annexin A8 isoform X5"; protein_id "XP_011538403.1"; exon_number "7"; 
